1.4001,	96.9456542378241
1.400228,	99.1724190800597
1.400356,	101.078677171823
1.400484,	102.396823016971
1.400612,	102.964435623965
1.40074,	102.732696118192
1.400868,	101.7524820581
1.400996,	100.146512948488
1.401124,	98.0783876662368
1.401253,	95.7277087082112
1.401381,	93.2770463477324
1.401509,	90.907148606589
1.401637,	88.7978745129909
1.401766,	87.1244725301228
1.401894,	86.0453239575564
1.402022,	85.6774174940374
1.402151,	86.0676314818658
1.402279,	87.167952439723
1.402407,	88.8242047387005
1.402536,	90.7896122203814
1.402664,	92.7636176521945
1.402793,	94.4481702463993
1.402921,	95.612529022919
1.40305,	96.1448346086355
1.403179,	96.0806096527683
1.403307,	95.5953569901194
1.403436,	94.9636068754642
1.403564,	94.4961943315801
1.403693,	94.4682309020842
1.403822,	95.060955650415
1.403951,	96.3273837391892
1.404079,	98.1908161581319
1.404208,	100.470960867881
1.404337,	102.929297349101
1.404466,	105.315663121322
1.404595,	107.405378356689
1.404724,	109.0185159981
1.404853,	110.021865206335
1.404981,	110.320903571152
1.40511,	109.851149878767
1.405239,	108.580291759974
1.405369,	106.520922333362
1.405498,	103.753352365978
1.405627,	100.444750814384
1.405756,	96.8555294680046
1.405885,	93.32068390112
1.406014,	90.204667334422
1.406143,	87.8367271248769
1.406273,	86.4419485974191
1.406402,	86.0883577158436
1.406531,	86.6646808709279
1.40666,	87.9010463248185
1.40679,	89.4271904698387
1.406919,	90.8558536935589
1.407048,	91.8668011525235
1.407178,	92.2717743349082
1.407307,	92.0421149850527
1.407437,	91.2919599467592
1.407566,	90.2286494098783
1.407696,	89.0829220156896
1.407825,	88.0463198940808
1.407955,	87.2295844449975
1.408084,	86.6573931152538
1.408214,	86.2920243307676
1.408344,	86.0781991814421
1.408473,	85.9860735603411
1.408603,	86.0361781878055
1.408733,	86.2973679283052
1.408862,	86.8555050428087
1.408992,	87.7660037333078
1.409122,	89.0100638307439
1.409252,	90.4698120789353
1.409382,	91.9365746495981
1.409511,	93.152035147014
1.409641,	93.8703205075142
1.409771,	93.9242264736529
1.409901,	93.2712526613088
1.410031,	92.0064442172138
1.410161,	90.3364156690008
1.410291,	88.5227238885973
1.410421,	86.8126525690519
1.410551,	85.3795196608484
1.410682,	84.2910687071493
1.410812,	83.5159672742401
1.410942,	82.9621678998765
1.411072,	82.5352361345874
1.411202,	82.1925879960602
1.411333,	81.9739557281412
1.411463,	81.9965046933971
1.411593,	82.4121970450885
1.411723,	83.3436214780854
1.411854,	84.8172938868816
1.411984,	86.719961791183
1.412115,	88.7927995154103
1.412245,	90.6738517189665
1.412376,	91.9755779671654
1.412506,	92.3829338667986
1.412637,	91.7405097537251
1.412767,	90.1092799269128
1.412898,	87.7712959454734
1.413028,	85.1843757112688
1.413159,	82.8919394137305
1.41329,	81.4143269550075
1.41342,	81.1433244054315
1.413551,	82.265319831022
1.413682,	84.7302997563534
1.413812,	88.2679999492243
1.413943,	92.4455298328662
1.414074,	96.752129137602
1.414205,	100.688110226242
1.414336,	103.841942403906
1.414467,	105.94133293765
1.414598,	106.872981118024
1.414729,	106.67317850332
1.41486,	105.497200050656
1.414991,	103.578192656128
1.415122,	101.185859011355
1.415253,	98.5923438522467
1.415384,	96.0485845735168
1.415515,	93.7703611716008
1.415646,	91.930518743126
1.415777,	90.6529977743138
1.415908,	90.0054443021197
1.41604,	89.9895894328045
1.416171,	90.5328384719346
1.416302,	91.4834585656221
1.416433,	92.6184245243003
1.416565,	93.6655816187316
1.416696,	94.3428987909645
1.416827,	94.4079374244004
1.416959,	93.7114790652286
1.41709,	92.24114666776
1.417222,	90.1403102489155
1.417353,	87.6968723842719
1.417485,	85.2941899343302
1.417616,	83.3360101882886
1.417748,	82.1554282267609
1.417879,	81.9343949486673
1.418011,	82.6502799623718
1.418143,	84.0710728332206
1.418275,	85.8005645856899
1.418406,	87.3685559454069
1.418538,	88.3437278252512
1.41867,	88.4435840297681
1.418802,	87.6093311300703
1.418933,	86.0271042074027
1.419065,	84.0861919512554
1.419197,	82.2861911045743
1.419329,	81.113580206591
1.419461,	80.9222765816813
1.419593,	81.8485631511928
1.419725,	83.7824154327698
1.419857,	86.4014227186351
1.419989,	89.2562685377134
1.420121,	91.8830057829793
1.420253,	93.9110929810113
1.420385,	95.1389853557545
1.420517,	95.5598242634834
1.420649,	95.3348845301786
1.420782,	94.7270028223867
1.420914,	94.0173286951305
1.421046,	93.4277526483081
1.421178,	93.0721612175082
1.421311,	92.9433179900106
1.421443,	92.93499795248
1.421575,	92.884897446897
1.421708,	92.6253957009523
1.42184,	92.0260982135566
1.421973,	91.0178515598665
1.422105,	89.6012611103234
1.422238,	87.8394095176713
1.42237,	85.8474363390283
1.422503,	83.7794344962292
1.422635,	81.8196783390877
1.422768,	80.1701955846552
1.422901,	79.0351064135186
1.423033,	78.5942080042783
1.423166,	78.9686614271558
1.423299,	80.1871726470788
1.423432,	82.1605145032295
1.423564,	84.6782950293919
1.423697,	87.4326198475323
1.42383,	90.0696961635614
1.423963,	92.2552584750001
1.424096,	93.7390196382375
1.424229,	94.3988083140203
1.424361,	94.2518102103227
1.424494,	93.4294171594896
1.424627,	92.1276071247098
1.42476,	90.5479754509645
1.424893,	88.8529670974792
1.425027,	87.1499462506544
1.42516,	85.509541951004
1.425293,	84.006247324937
1.425426,	82.7642394322716
1.425559,	81.9820505816063
1.425692,	81.9190409068522
1.425826,	82.8389526476816
1.425959,	84.9241533697484
1.426092,	88.1848588341272
1.426226,	92.399135701678
1.426359,	97.1093773392717
1.426492,	101.685220653619
